author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Processed Tweets,Sentiment
3383419600,2020-12-29 09:10:15+00:00,7986eebd09c5339d,1343846783483580419,en,12,0,0,7,Twitter for Android,#mesh#plastic#pain#johnson&amp;johnson#gyaenecare...... so many lives ruined.gas lighted.not listened to. No vaccine for me .never trust again ..believe me when things go wrong you will be left to rot https://t.co/aICJR5a3Qr, mesh plastic pain johnson amp johnson gyaenecare so many lives ruined gas lighted not listened to no vaccine for me never trust again believe me when things go wrong you will be left to rot URL ,Negative
18956073,2020-12-03 08:20:29+00:00, ,1334412177260896256,en,8,1,0,1,SocialFlow,"For months, North Korean hackers have reportedly worked to infiltrate at least a half-dozen pharmaceutical companies across the globe.

The hackers reportedly targeted Johnson &amp; Johnson and Novavax, both based in the US and working on COVID-19 vaccines.

 https://t.co/dbAZTDfyqN", for months north korean hackers have reportedly worked to infiltrate at least half dozen pharmaceutical companies across the globe the hackers reportedly targeted johnson amp johnson and novavax both based in the us and working on covid 19 vaccines URL ,Negative
25388164,2020-12-18 23:16:01+00:00, ,1340073361993547784,en,22,0,0,0,Twitter for Android,"@jdwitherspoon Clinical trials are done, this is actual distribution, there is no trial run.  Johnson and Johnson are finishing trials, Pfizer and Moderna are done with trials.", USER clinical trials are done this is actual distribution there is no trial run johnson and johnson are finishing trials pfizer and moderna are done with trials ,Negative
140466566,2020-12-30 02:49:40+00:00, ,1344113395138760705,en,16,0,0,4,Twitter Web App,"@mehdirhasan @allinwithchris @MSNBC You know, Steve Daines worked for a paycheck (Johnson &amp; Johnson, then Gianforte's company in Bozeman) before he was elected to the House in 2012. Nobody gets wealthy working for a paycheck. Now he has $33M. How did that happen?", USER USER USER you know steve daines worked for paycheck johnson amp johnson then gianforte company in bozeman before he was elected to the house in 2012 nobody gets wealthy working for paycheck now he has 33m how did that happen ,Negative
195129672,2020-12-31 21:28:52+00:00, ,1344757440345067520,en,17,0,3,0,Twitter Web App,"@ayeletw The current vaccine stats are super-depressing, but it looks like the Johnson &amp; Johnson one (one dose not two, can be stored in a refrigerator not ultra-cold freezer) is gonna get approved pretty early in the new year, which should REALLY help speed up the pace.", USER the current vaccine stats are super depressing but it looks like the johnson amp johnson one one dose not two can be stored in refrigerator not ultra cold freezer is gonna get approved pretty early in the new year which should really help speed up the pace ,Negative
725469518,2020-12-28 17:57:16+00:00, ,1343617024300343297,en,16,0,4,2,Twitter for Android,"COVAX will make a huge contribution on poor countries to access vaccine. SA has participated in the Johnson &amp; Johnson and Astrazeneca trials, nothing stop SA buying from these companies. Thanks to the visionary leadership of team SA we will negotiate at bilateral level.", covax will make huge contribution on poor countries to access vaccine sa has participated in the johnson amp johnson and astrazeneca trials nothing stop sa buying from these companies thanks to the visionary leadership of team sa we will negotiate at bilateral level ,Negative
103241904,2020-12-27 15:09:52+00:00, ,1343212510632153088,en,9,0,3,0,Twitter Web App,"Because let's be honest: most of us here will likely end up getting the Astrazeneca or Johnson and Johnson one, not the Pfizer &amp; Moderna ones. The sooner the first two can wrap up their studies &amp; start delivery, the sooner most here will be able to get their vaccine.", because let be honest most of us here will likely end up getting the astrazeneca or johnson and johnson one not the pfizer amp moderna ones the sooner the first two can wrap up their studies amp start delivery the sooner most here will be able to get their vaccine ,Negative
437114681,2020-12-21 20:40:48+00:00, ,1341121464066596864,en,35,0,1,0,Twitter Web App,"@NorthmanTrader How could this intentional misinformation miss companies like Berkshire Hathaway, Johnson &amp; Johnson, J.P. Morgan Chase and Visa? Asking for a friend.", USER how could this intentional misinformation miss companies like berkshire hathaway johnson amp johnson morgan chase and visa asking for friend ,Negative
23098409,2020-12-23 02:20:33+00:00, ,1341569353439997952,en,10,2,1,4,Twitter Web App,"Biden doesn't even know where to get the extra vaccine. Johnson &amp; Johnson is still in their trials of their vaccine (Single doze)..Astra-Zeneca I refuse to take. #1 that vaccine is only 70% effective. #2 They have had incorrect findings during their trials, and one woman got MS .", biden doesn even know where to get the extra vaccine johnson amp johnson is still in their trials of their vaccine single doze astra zeneca refuse to take that vaccine is only 70 effective they have had incorrect findings during their trials and one woman got ms ,Negative
2731331700,2020-12-30 23:38:25+00:00, ,1344427654670295040,en,6,1,1,5,Twitter Web App,"Henry says Canada has contracts with 7 vaccine manufacturers, including AstraZeneca and Johnson&amp;Johnson. 

""We will need more than just Moderna and Pfizer"" to get everyone immunized by September 2021 

Hopes for AstraZeneca approval in next few weeks

@CapitalDailyVic 
#covid19bc", henry says canada has contracts with vaccine manufacturers including astrazeneca and johnson amp johnson we will need more than just moderna and pfizer to get everyone immunized by september 2021 hopes for astrazeneca approval in next few weeks USER covid19bc ,Negative
1050904901625270273,2020-12-30 23:27:11+00:00, ,1344424825713029124,en,5,0,1,0,Twitter for iPhone,"Thereâs a connection between Johnson and Johnson, Bill Gates, UN and the Fabian society.

Why hasnât anyone reported on this either? https://t.co/VWr4d0E18l", there connection between johnson and johnson bill gates un and the fabian society why hasn anyone reported on this either URL ,Negative
1171722553380888576,2020-12-18 13:49:49+00:00, ,1339930873320247297,en,7,1,0,3,TweetDeck,An orphanage set up by a Johnson &amp; Johnson heiress on prime waterfront land has become embroiled in a child torture trial that on Friday saw a teenage witness who went âmissingâ for five days show up to âfind justiceâ in favor of the alleged torturer. https://t.co/47NFk9XyV2, an orphanage set up by johnson amp johnson heiress on prime waterfront land has become embroiled in child torture trial that on friday saw teenage witness who went missing for five days show up to find justice in favor of the alleged torturer URL ,Negative
1947670686,2020-12-26 15:39:58+00:00, ,1342857694269616128,en,6,0,0,0,Twitter for iPhone,I still stand by Johnson and Johnson is missing out on an opportunity for body wash. They have head and shoulders shampoo. Why not knees and toes body wash?, still stand by johnson and johnson is missing out on an opportunity for body wash they have head and shoulders shampoo why not knees and toes body wash ,Negative
158037850,2020-12-22 22:23:01+00:00, ,1341509574411608067,en,10,0,3,1,Twitter for iPhone,"Also didnât know Johnson &amp; Johnsonâs single dose vaccine, of which we have 30m doses on order, is expected as soon as January.", also didn know johnson amp johnson single dose vaccine of which we have 30m doses on order is expected as soon as january ,Negative
66911324,2020-12-21 05:33:55+00:00, ,1340893238723444736,en,13,0,1,3,Twitter Web App,"@Khairykj if we take the Belgium vaccine price leak as indicative.. we might not get the best price from BioNTech-Pfizer as compared to AstraZeneca, Johnson &amp; Johnson or even Sanofi/GSK.. so why did we go with Pfizer for the vaccines?", USER if we take the belgium vaccine price leak as indicative we might not get the best price from biontech pfizer as compared to astrazeneca johnson amp johnson or even sanofi gsk so why did we go with pfizer for the vaccines ,Negative
1242849310422659073,2020-12-19 05:20:26+00:00, ,1340165072430108672,en,7,1,0,2,Twitter for iPhone,"Why Johnson &amp; Johnson COVID-19 vaccine may have upper hand over Pfizer, Moderna https://t.co/tIKrPtedjd", why johnson amp johnson covid 19 vaccine may have upper hand over pfizer moderna URL ,Negative
3216779901,2020-12-29 23:15:27+00:00, ,1344059486009520129,en,6,0,2,2,Twitter Web App,"@paul__johnson Johnson clearly hasn't concerned himself with the people who are suffering at this time.
His Brexit deal is all he is focussed on.
Because he is a ____ I don't want another week in twitter jail so fill the blank yourself.", USER johnson clearly hasn concerned himself with the people who are suffering at this time his brexit deal is all he is focussed on because he is don want another week in twitter jail so fill the blank yourself ,Negative
2408987396,2020-12-19 14:12:51+00:00, ,1340299059010146304,en,8,0,1,0,Twitter for iPhone,"Wow...Ahmed looks like single handedly increased the stock prices of Johnson and Johnson and Champion with this look. 

The man has 4 knee pads on

I need someone to find me this match because Iâm like âthe only reason for 4 knee pads is heâs facebumping a lot in this matchâ XD https://t.co/EMrPpLhkar", wow ahmed looks like single handedly increased the stock prices of johnson and johnson and champion with this look the man has knee pads on need someone to find me this match because like the only reason for knee pads is he facebumping lot in this match xd URL ,Negative
918318180,2020-12-28 11:25:58+00:00, ,1343518552511406080,en,11,1,3,0,Twitter Web App,"@drdavidsamadi That is frightening, and also- for which vaccines? Only for pfizer/moderna? What about the Johnson and Johnson vaccine that is supposed to come out later?", USER that is frightening and also for which vaccines only for pfizer moderna what about the johnson and johnson vaccine that is supposed to come out later ,Negative
786762071744520193,2020-12-22 16:51:44+00:00, ,1341426203387977728,en,12,0,2,0,Twitter Web App,If this Johnson &amp; Johnson vaccine ends up working I want that one...it only requires ONE dose..., if this johnson amp johnson vaccine ends up working want that one it only requires one dose ,Negative
1157019939787722755,2020-12-29 01:22:35+00:00, ,1343729093422944256,en,7,0,1,0,Twitter Web App,"@Jim_Jordan Trump had nothing to do with it.  Pfizer, Moderna and Johnson and Johnson had everything to do with developing a vaccine.", USER trump had nothing to do with it pfizer moderna and johnson and johnson had everything to do with developing vaccine ,Negative
621583603,2020-12-24 09:49:08+00:00, ,1342044629395369984,en,5,1,1,3,Twitter Web App,"Note: USA's Johnson &amp;Johnson company banned asbestos laden talc powder in North America but not in India coz it causes lung cancer &amp;ovarian cancer!

Judged by revenue, Johnson &amp; Johnson is wealthier than even rich countries like New Zealand and Hungary.

https://t.co/TOwoSIuqJz", note usa johnson amp johnson company banned asbestos laden talc powder in north america but not in india coz it causes lung cancer amp ovarian cancer judged by revenue johnson amp johnson is wealthier than even rich countries like new zealand and hungary URL ,Negative
1189542419131457536,2020-12-19 12:09:03+00:00, ,1340267900670775296,en,4,0,2,0,Twitter Web App,"Johnson and Johnson could potentially have a vaccine in February. This one is single dose.

ð", johnson and johnson could potentially have vaccine in february this one is single dose ,Negative
568503136,2020-12-19 14:53:50+00:00, ,1340309370014494721,en,7,1,0,0,Twitter Web App,@ShehuSani We now have a vaccine from Africa and they aren't making noise about it either.  Aspen in SouthAfrica partnering with Johnson and Johnson., USER we now have vaccine from africa and they aren making noise about it either aspen in southafrica partnering with johnson and johnson ,Negative
455620107,2020-12-20 08:43:43+00:00, ,1340578616049086464,en,4,0,0,0,Twitter for iPhone,"why cannot orphans work at Johnson &amp; Johnson ?

it is a family company https://t.co/kiO8sDzOmF", why cannot orphans work at johnson amp johnson it is family company URL ,Negative
109525208,2020-12-31 09:53:03+00:00, ,1344582329516367873,en,5,0,1,2,Twitter for iPhone,"Mogoeng was right. 

It seems our government is procuring a 666 #vaccine! 

Itâs a Johnson and Johnson vaccine whose clinical trial data has not been released! 

We must not be their âclinical trial.â 

Quality Vaccines Now! 

No 666!", mogoeng was right it seems our government is procuring 66 vaccine it johnson and johnson vaccine whose clinical trial data has not been released we must not be their clinical trial quality vaccines now no 66 ,Negative
942956663807541248,2020-12-04 02:55:20+00:00, ,1334692737409544193,en,4,0,2,0,Twitter for iPhone,"@joannaas Johnson and Johnson. I donât think I got the placebo but of course I donât know. The shot hurt a lot too, and hubs said his didnât hurt and he has no side effects. So maybe he got placebo. But also he never has side effects!", USER johnson and johnson don think got the placebo but of course don know the shot hurt lot too and hubs said his didn hurt and he has no side effects so maybe he got placebo but also he never has side effects ,Negative
107558871,2020-12-24 05:07:16+00:00, ,1341973695296720897,en,3,0,0,1,Twitter for Android,"We're ahead of South Korea. But, but, ""why the rush?"", ""why 120 days??""

""South Korea has signed deals with Johnson &amp; Johnson's Janssen and Pfizer to purchase COVID-19 vaccines, with a goal of starting vaccinations in the *Second Quarter* of 2021"" https://t.co/evjg7E4peV", we re ahead of south korea but but why the rush why 120 days south korea has signed deals with johnson amp johnson janssen and pfizer to purchase covid 19 vaccines with goal of starting vaccinations in the second quarter of 2021 URL ,Negative
18777618,2020-12-23 05:51:25+00:00, ,1341622418742398981,en,6,0,0,2,SocialFlow,Johnson &amp; Johnson vaccine data to be released in late January https://t.co/nVP92ljwt9, johnson amp johnson vaccine data to be released in late january URL ,Negative
93885075,2020-12-28 19:06:29+00:00, ,1343634442980642816,en,3,0,0,2,Twitter Web App,Developing countries across Latin America are rolling out the vaccines. Why is SA saying only in Q2 2021? I understand if want to wait for Johnson &amp; Johnson but at least give healthcare workers and vulnerable the Pfizer and Moderna vaccines., developing countries across latin america are rolling out the vaccines why is sa saying only in q2 2021 understand if want to wait for johnson amp johnson but at least give healthcare workers and vulnerable the pfizer and moderna vaccines ,Negative
1226264404208914432,2020-12-31 16:44:04+00:00, ,1344685766635450370,en,20,3,16,0,Twitter for Android,@DrEricDing My sister's mother in law is telling people not to take it. She's a nurse that had helped covid patients but she's telling everyone the mRNA could change dna and it's too risky. She's waiting for the johnson johnson one. It's a lot of healthcare workers., USER my sister mother in law is telling people not to take it she nurse that had helped covid patients but she telling everyone the mrna could change dna and it too risky she waiting for the johnson johnson one it lot of healthcare workers ,Negative
725469518,2020-12-30 06:30:21+00:00, ,1344168930680692737,en,5,0,0,2,Twitter for Android,Johnson &amp; Johnson has requested approval from South Africa. Why ask approval if South Africa is not one of the the countries that is being considered? https://t.co/0tJAI7eqQ5, johnson amp johnson has requested approval from south africa why ask approval if south africa is not one of the the countries that is being considered URL ,Negative
380191960,2020-12-23 06:29:38+00:00, ,1341632035035688962,en,4,0,1,0,Twitter Web App,Johnson and Johnsonâs baby powder was giving out OVARIAN CANCER??????, johnson and johnson baby powder was giving out ovarian cancer ,Negative
982781909909426176,2020-12-26 20:37:11+00:00, ,1342932492714532864,en,4,0,1,0,Twitter for iPhone,"But when cooperation like Johnson and Johnson has a product that they know that it causes cancer and kills millions, they get a slap on the wrist. The comparison is just not the same.", but when cooperation like johnson and johnson has product that they know that it causes cancer and kills millions they get slap on the wrist the comparison is just not the same ,Negative
14053449,2020-12-23 17:16:11+00:00, ,1341794744595329032,en,1,0,0,0,Twitter for iPhone,"@Brensweets @JonathanBohan @nytimes Johnson and Johnson has a single-dose vaccine thatâs likely to be authorized in February, which would be enough to cover everybody in the first half of 2021.", USER USER USER johnson and johnson has single dose vaccine that likely to be authorized in february which would be enough to cover everybody in the first half of 2021 ,Negative
2968626209,2020-12-22 04:40:46+00:00, ,1341242249821220864,en,4,0,1,0,Twitter Web App,"@lenubienne I just don't understand how hospital workers who have seen so much death from covid 19 up close would decline a vaccine. Hubby &amp; my inlaws have been discussing which one to take when available to us - Pfizer, Moderna, or the Johnson &amp; Johnson single dose option still in trials. https://t.co/1p4xhNqqYb", USER just don understand how hospital workers who have seen so much death from covid 19 up close would decline vaccine hubby amp my inlaws have been discussing which one to take when available to us pfizer moderna or the johnson amp johnson single dose option still in trials URL ,Negative
18691807,2020-12-22 22:33:58+00:00, ,1341512331491115009,en,4,0,1,0,TweetDeck,@glynbowerman @jocelyngeddie It was actually an ointment developed by Johnson &amp; Johnson. It was developed as a painless cream to accelerate healing of cuts and burns. It didnât sell. So they added a drop of alcohol to create a tiny sting. Then it became a big seller., USER USER it was actually an ointment developed by johnson amp johnson it was developed as painless cream to accelerate healing of cuts and burns it didn sell so they added drop of alcohol to create tiny sting then it became big seller ,Negative
976475647739617281,2020-12-09 16:45:00+00:00, ,1336713467978371072,en,3,0,0,2,TweetDeck,"""The Oklahoma Supreme Court was asked Monday to order Johnson &amp; Johnson to make a $9.3 billion payment to the state to address the deadly opioid crisis.""

#opioids #OpioidCrisis #OpioidEpidemic
https://t.co/njZTmJaw4i", the oklahoma supreme court was asked monday to order johnson amp johnson to make billion payment to the state to address the deadly opioid crisis opioids opioidcrisis opioidepidemic URL ,Negative
