author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,Processed Tweets,Sentiment
2775998016,2020-12-30 06:37:15+00:00, ,1344170667776733185,en,614,24,168,66,Twitter for Android,"Chinese vaccine producer Sinopharm announced the inactivated COVID-19 vaccine it developed has an efficacy rate of 79.34%. Given its safety, easy  transportation and storage, this vaccine will be very popular. https://t.co/mNBY5ZT8T0", chinese vaccine producer sinopharm announced the inactivated covid 19 vaccine it developed has an efficacy rate of 79 34 given its safety easy transportation and storage this vaccine will be very popular URL ,Positive
4970411,2020-12-27 09:22:04+00:00, ,1343124982625398784,en,213,16,28,103,TweetDeck,"Pfizer-BioNTech, Moderna, Sputnik V and Sinopharm vaccines are being administered to people in over a dozen countries.

Here is a list of countries that have approved and started administrating the COVID vaccines to their populations https://t.co/650MCA1XNQ ð https://t.co/A9WAMfWqNc", pfizer biontech moderna sputnik and sinopharm vaccines are being administered to people in over dozen countries here is list of countries that have approved and started administrating the covid vaccines to their populations URL URL ,Positive
380648579,2020-12-30 05:32:32+00:00, ,1344154380488994817,en,177,86,91,129,Twitter Web App,"#UPDATE  Phase 3 trials of a Sinopharm coronavirus vaccine found it was 79% effective, the Chinese pharma giant says.

China has been racing against the West to develop its own Covid-19 vaccines, with five already in large-scale Phase 3 clinical trials

https://t.co/J4E6xY4cmD https://t.co/gMSjEQZBcc", update phase trials of sinopharm coronavirus vaccine found it was 79 effective the chinese pharma giant says china has been racing against the west to develop its own covid 19 vaccines with five already in large scale phase clinical trials URL URL ,Positive
51241574,2020-12-04 17:07:48+00:00, ,1334907265485320193,en,147,15,14,73,SocialFlow,Bahrain is the second nation in the world to grant an emergency-use authorization for the coronavirus vaccine made by Pfizer and BioNTech. The island kingdom already granted an emergency-use authorization for a Chinese vaccine made by Sinopharm. https://t.co/JfS8tapvmb, bahrain is the second nation in the world to grant an emergency use authorization for the coronavirus vaccine made by pfizer and biontech the island kingdom already granted an emergency use authorization for chinese vaccine made by sinopharm URL ,Positive
51241574,2020-12-31 03:22:30+00:00, ,1344484046764576769,en,137,7,20,78,SocialFlow,China has given conditional approval to a coronavirus vaccine developed by state-owned Sinopharm. It's the first approved for general use in China amid a global race to create vaccines for the disease that has killed more than 1.8 million people. https://t.co/3r0gVHngLZ, china has given conditional approval to coronavirus vaccine developed by state owned sinopharm it the first approved for general use in china amid global race to create vaccines for the disease that has killed more than million people URL ,Positive
303862998,2020-12-25 06:00:00+00:00, ,1342349354426916865,en,185,6,20,65,TweetDeck,"Chinese vaccine makers Sinopharm, Sinovac and CanSino Biologics have arranged to supply nearly 400 million doses to countries in Latin America, Middle East and Asia: data compiled by British analytics firm Airfinity and the US-based Duke Global Health Innovation Centre https://t.co/xKAEwL5Hxl", chinese vaccine makers sinopharm sinovac and cansino biologics have arranged to supply nearly 400 million doses to countries in latin america middle east and asia data compiled by british analytics firm airfinity and the us based duke global health innovation centre URL ,Positive
807095,2020-12-31 10:00:10+00:00, ,1344584121276899328,en,219,11,37,77,SocialFlow,"China has approved a coronavirus vaccine from Sinopharm, a state-owned company. The vaccine is now in use in Bahrain and the United Arab Emirates. Hereâs how it works.
https://t.co/WxzSvIC09w", china has approved coronavirus vaccine from sinopharm state owned company the vaccine is now in use in bahrain and the united arab emirates here how it works URL ,Positive
51241574,2020-12-31 14:58:06+00:00, ,1344659100324429824,en,135,8,24,51,SocialFlow,"China has authorized its first homegrown COVID-19 vaccine for general use, adding another shot that could see wide use in poorer countries. The state-owned company Sinopharm says preliminary data from last-stage trials has shown it to be 79.3% effective.  https://t.co/vjyYXl4X05", china has authorized its first homegrown covid 19 vaccine for general use adding another shot that could see wide use in poorer countries the state owned company sinopharm says preliminary data from last stage trials has shown it to be 79 effective URL ,Positive
4970411,2020-12-30 08:15:05+00:00, ,1344195288047775749,en,187,9,14,85,SocialFlow,"â¢ The UK approves AstraZeneca-Oxford vaccine for COVID 
â¢ China's Sinopharm vaccine found to be 79% effective 
â¢ US detects first case of new variant in Colorado 

Follow our LIVE updates: https://t.co/LTePVM9mBs https://t.co/qcX5JNdD9S", the uk approves astrazeneca oxford vaccine for covid china sinopharm vaccine found to be 79 effective us detects first case of new variant in colorado follow our live updates URL URL ,Positive
1652541,2020-12-12 17:50:11+00:00, ,1337817037377331206,en,146,38,17,84,True Anthem,Peru suspends Sinopharm COVID-19 vaccine trial after 'adverse event' https://t.co/O0nuOfd53U https://t.co/N5LU9Wif5s, peru suspends sinopharm covid 19 vaccine trial after adverse event URL URL ,Positive
2467791,2020-12-31 04:12:29+00:00, ,1344496625482424322,en,176,15,38,54,SocialFlow,China approves Sinopharm coronavirus vaccine after company reports 79% efficacy https://t.co/hIN5dVDSqd, china approves sinopharm coronavirus vaccine after company reports 79 efficacy URL ,Positive
1222796311168077824,2020-12-26 18:47:15+00:00, ,1342904825663504384,en,119,13,8,54,Twitter for iPhone,"3.8 million #COVID19 vaccine doses have been administered. Proportionally, Bahrain ð§ð­ , Israel ð®ð±, &amp; UK ð¬ð§ have administered the most.

Pfizer/BioNTech used, except:

Bahrain: Sinopharm
China: CNBG, Sinovac
Russia: Sputnik V
USA: Moderna &amp; Pfizer/BioNTech
https://t.co/cEdGLHJ8VE https://t.co/34sGgcOEGS", million covid19 vaccine doses have been administered proportionally bahrain israel amp uk have administered the most pfizer biontech used except bahrain sinopharm china cnbg sinovac russia sputnik usa moderna amp pfizer biontech URL URL ,Positive
742143,2020-12-31 15:44:18+00:00, ,1344670726289301511,en,285,7,29,75,SocialFlow,Covid-19: China approves Sinopharm vaccine for general use https://t.co/xSxvDItJtb, covid 19 china approves sinopharm vaccine for general use URL ,Positive
2467791,2020-12-30 13:26:45+00:00, ,1344273721159262213,en,154,14,37,53,SocialFlow,"Coronavirus vaccine from Chinaâs Sinopharm is 79% effective, company says https://t.co/d2OPAWqt6o", coronavirus vaccine from china sinopharm is 79 effective company says URL ,Positive
1652541,2020-12-31 06:25:04+00:00, ,1344529989929201666,en,150,18,27,50,True Anthem,China gives its first COVID-19 vaccine approval to Sinopharm https://t.co/ULMrHvObQV https://t.co/mfnMC0RumR, china gives its first covid 19 vaccine approval to sinopharm URL URL ,Positive
84684955,2020-12-31 16:39:32+00:00, ,1344684626237939714,en,159,19,9,72,Twitter Web App,"ð¾NEW YEAR'S EVE VACCINATION DATA UPDATEð

ð10 MILLION DOSES GIVEN 
ð¨ð³ 4.5M doses (big update, Sinopharm vacc cleared for general use there)
ðºð¸ 3.13M doses
ð¬ð§ 947k doses

This will be our last update of the year. Smell ya later, 2020. 

https://t.co/5Of3UY74wf https://t.co/P2xDrPK9PF", new year eve vaccination data update 10 million doses given 5m doses big update sinopharm vacc cleared for general use there 13m doses 947k doses this will be our last update of the year smell ya later 2020 URL URL ,Positive
759251,2020-12-10 08:47:05+00:00, ,1336955584642510849,en,189,8,38,31,SocialFlow,"An experimental coronavirus vaccine developed by Chinese state-owned pharmaceutical giant Sinopharm has 86% efficacy, the United Arab Emirates Health Ministry said https://t.co/2mDiEcdbiB", an experimental coronavirus vaccine developed by chinese state owned pharmaceutical giant sinopharm has 86 efficacy the united arab emirates health ministry said URL ,Positive
15448383,2020-12-28 05:16:42+00:00, ,1343425621523763202,en,138,277,76,30,TweetDeck,Presidential spokesperson Harry Roque said this during Monday press briefing following the confirmation that some soldiers have received Sinopharm vaccinations. | via @LeilasINQ https://t.co/ad9h5g4YLe, presidential spokesperson harry roque said this during monday press briefing following the confirmation that some soldiers have received sinopharm vaccinations via USER URL ,Positive
14329880,2020-12-21 20:12:20+00:00, ,1341114300207779840,en,217,11,10,30,Twitter Web App,"""As part of a diplomatic charm offensive, China has pledged deliveries of its four leading Covid-19 vaccines â two developed by Sinopharm, one by Beijing-based Sinovac and another from CanSino Biologics â to nations across the developing world."" https://t.co/wxoxrPI4NP", as part of diplomatic charm offensive china has pledged deliveries of its four leading covid 19 vaccines two developed by sinopharm one by beijing based sinovac and another from cansino biologics to nations across the developing world URL ,Positive
377920202,2020-12-31 07:00:37+00:00, ,1344538935926661121,en,219,3,2,45,Twitter Web App,"Pakistan will be purchasing Chinaâs Sinopharm vaccine.

Here is what we know:

- Can be stored at refrigerator temp
- 79% efficacy
- UAE, Bahrain, China have granted emergency use 

Sinopharm is developing two Covid-19 vaccines. Unclear which one has been approved by Pakistan.", pakistan will be purchasing china sinopharm vaccine here is what we know can be stored at refrigerator temp 79 efficacy uae bahrain china have granted emergency use sinopharm is developing two covid 19 vaccines unclear which one has been approved by pakistan ,Positive
35175126,2020-12-31 03:55:27+00:00, ,1344492337011965952,en,155,20,17,61,Twitter Web App,Great news! China's Sinopharm vaccine has been approved by Chinese regulators to distribute to the public.  Phase 3 clinical trials show the vaccine is safe &amp; effective. #COVID19 #vaccine https://t.co/yjqJb323qR, great news china sinopharm vaccine has been approved by chinese regulators to distribute to the public phase clinical trials show the vaccine is safe amp effective covid19 vaccine URL ,Positive
15947471,2020-12-29 04:47:23+00:00, ,1343780631591833600,en,247,115,78,35,TweetDeck,"Pres'l Spox Harry Roque: Sinopharm vaccine from China used for Filipino soldiers, PSG was a donation but says he doesn't know where it came from @gmanews", pres spox harry roque sinopharm vaccine from china used for filipino soldiers psg was donation but says he doesn know where it came from USER ,Positive
14943804,2020-12-28 04:22:04+00:00, ,1343411871546703872,en,143,14,11,25,Twitter Web App,Malacanang confirms President Duterte's statement that soldiers have been given Sinopharm vaccines, malacanang confirms president duterte statement that soldiers have been given sinopharm vaccines ,Positive
416936780,2020-12-30 22:28:56+00:00, ,1344410169459916800,en,249,1,16,25,Twitter for iPad,"Ahh, day 4 of the Great Vaccine Scandal. We are to believe that PSG went rogue, and in a bold and brave move to protect the President, dialed up some Sinopharm from He Who Is Not To Be Named, and it was illegally acquired, shipped, and administered by HWINTBN. Heroic!!", ahh day of the great vaccine scandal we are to believe that psg went rogue and in bold and brave move to protect the president dialed up some sinopharm from he who is not to be named and it was illegally acquired shipped and administered by hwintbn heroic ,Positive
62446391,2020-12-29 05:45:07+00:00, ,1343795162011500544,en,185,0,2,29,Twitter for iPhone,"The plan clearly says that the first step is to locally approve the vaccines,w/c w/ Sinopharm we didnât do. We promised that we would vaccinate our healthcare workers, who put their lives on the line everyday, first, w/c we also didnât do. Ano na ba ang nangyayari sa plano natin?", the plan clearly says that the first step is to locally approve the vaccines sinopharm we didn do we promised that we would vaccinate our healthcare workers who put their lives on the line everyday first we also didn do ano na ba ang nangyayari sa plano natin ,Positive
380648579,2020-12-12 08:30:00+00:00, ,1337676060029190146,en,113,49,7,88,TweetDeck,Peru temporarily suspends clinical trials of a Covid vaccine made by Chinese drug giant Sinopharm after detecting neurological problems in one of its test volunteers https://t.co/Xcna2YzHhG https://t.co/SlPXCprESI, peru temporarily suspends clinical trials of covid vaccine made by chinese drug giant sinopharm after detecting neurological problems in one of its test volunteers URL URL ,Positive
136268926,2020-12-28 04:42:31+00:00, ,1343417017802522625,en,103,2,0,33,Twitter for Android,"Wow. Startling revelation from the president, the armed forces, and some cabinet secretaries: Soldiers have been inoculated with the unregistered Sinopharm vaccine.", wow startling revelation from the president the armed forces and some cabinet secretaries soldiers have been inoculated with the unregistered sinopharm vaccine ,Positive
1652541,2020-12-31 05:50:06+00:00, ,1344521188656226304,en,114,6,21,61,True Anthem,Pakistan to purchase 1.2 million COVID-19 vaccine doses from China's Sinopharm https://t.co/BSK3gS3Tl0 https://t.co/BfYgCNQTxr, pakistan to purchase million covid 19 vaccine doses from china sinopharm URL URL ,Positive
15448383,2020-12-28 03:22:08+00:00, ,1343396788892360710,en,159,11,14,16,TweetDeck,"LOOK: Senator Leila de Lima on Monday questioned President Rodrigo Duterte's remark that many people in the Philippines have already received the COVID-19 vaccine of Chinaâs Sinopharm calling it ""anomalous."" | @SenLeiladeLima https://t.co/3j9Ld2gpLT", look senator leila de lima on monday questioned president rodrigo duterte remark that many people in the philippines have already received the covid 19 vaccine of china sinopharm calling it anomalous USER URL ,Positive
303862998,2020-12-09 07:35:46+00:00, ,1336575249022763008,en,100,1,5,23,TweetDeck,"China's Sinopharm has successfully registered its domestically developed #COVID19 vaccine in the United Arab Emirates, the UAE's health ministry announced on Wednesday. 

The vaccine shows 86% efficacy against the virus, according to the health ministry. https://t.co/j2DBhmDxcY", china sinopharm has successfully registered its domestically developed covid19 vaccine in the united arab emirates the uae health ministry announced on wednesday the vaccine shows 86 efficacy against the virus according to the health ministry URL ,Positive
2097571,2020-12-10 03:41:33+00:00, ,1336878693533315074,en,89,14,20,28,SocialFlow,"An experimental coronavirus vaccine developed by Chinese state-owned pharmaceutical giant Sinopharm has 86% efficacy, the United Arab Emirates Health Ministry said in a statement carried by the state news agency https://t.co/OqeWtaJw8N", an experimental coronavirus vaccine developed by chinese state owned pharmaceutical giant sinopharm has 86 efficacy the united arab emirates health ministry said in statement carried by the state news agency URL ,Positive
5392522,2020-12-31 20:12:45+00:00, ,1344738284065464321,en,96,9,6,17,SocialFlow,"China's first COVID-19 vaccine, made by state-owned Sinopharm, has been given market approval by the country's medical products agency.
https://t.co/lSGpEWbHil", china first covid 19 vaccine made by state owned sinopharm has been given market approval by the country medical products agency URL ,Positive
2811559122,2020-12-28 03:39:18+00:00, ,1343401111206592514,en,83,7,9,21,Twitter Web App,"Detained Senator Leila de Lima hits President Duterte's revelation that 'almost all soldiers' have received COVID-19 vaccines from Sinopharm, which is still unregistered in the country | @laratyan https://t.co/bWppophsmI", detained senator leila de lima hits president duterte revelation that almost all soldiers have received covid 19 vaccines from sinopharm which is still unregistered in the country USER URL ,Positive
1652541,2020-12-13 09:50:04+00:00, ,1338058600112148486,en,79,6,7,26,True Anthem,Bahrain approves registration for Sinopharm COVID-19 vaccine https://t.co/wPNBDUlwGO https://t.co/a7mcQIm9kv, bahrain approves registration for sinopharm covid 19 vaccine URL URL ,Positive
34713362,2020-12-30 05:40:01+00:00, ,1344156263219924993,en,55,6,9,28,SocialFlow,"Sinopharm says one of its shots is effective in preventing Covid-19 in 79.3% of people, allowing it to apply to market the inoculation for use in the general population https://t.co/PciBzJU3AB", sinopharm says one of its shots is effective in preventing covid 19 in 79 of people allowing it to apply to market the inoculation for use in the general population URL ,Positive
25088746,2020-12-10 23:46:09+00:00, ,1337181843381219331,en,97,6,24,21,Twitter Web App,"Egypt received its first shipment of vaccines developed by China National Pharmaceutical Group (Sinopharm) late on Thursday and will get more deliveries soon, health officials said.
https://t.co/NuaeDaOa5U https://t.co/ncXCvgTSLv", egypt received its first shipment of vaccines developed by china national pharmaceutical group sinopharm late on thursday and will get more deliveries soon health officials said URL URL ,Positive
254873869,2020-12-12 07:33:38+00:00, ,1337661876432465920,en,56,1,5,19,Twitter for iPhone,The UAE begins large scale voluntary vaccination campaign using Chinaâs Sinopharm vaccine which claims 86% effectiveness. https://t.co/36TaiYkpHu, the uae begins large scale voluntary vaccination campaign using china sinopharm vaccine which claims 86 effectiveness URL ,Positive
2814458280,2020-12-07 09:20:37+00:00, ,1335876862057308168,en,99,14,4,23,Twitter for Android,All the members of UAE Team Emirates will be vaccinated (Sinopharm) against COVID19 during the team camp (Abu Dhabi) in january. Already done for Mauro Gianetti who was among the first 30k volunteers. (Gazzetta) https://t.co/mU6FYGTC9S, all the members of uae team emirates will be vaccinated sinopharm against covid19 during the team camp abu dhabi in january already done for mauro gianetti who was among the first 30k volunteers gazzetta URL ,Positive
2923679118,2020-12-06 15:24:41+00:00, ,1335606090621317120,en,78,6,8,26,Twitter for iPhone,"1.2 million #COVID19Vaccine doses from #Sinovac has landed in Indonesia tonight. It is 1 of 6 types of vaccines the Health Ministry has determined will be used for mass vaccinations. The remaining 5 are from Bio Farma, AstraZeneca, Sinopharm, Moderna, Pfizer &amp; BioNTech. https://t.co/IsfeZEhjlx", million covid19vaccine doses from sinovac has landed in indonesia tonight it is of types of vaccines the health ministry has determined will be used for mass vaccinations the remaining are from bio farma astrazeneca sinopharm moderna pfizer amp biontech URL ,Positive
2428433576,2020-12-28 20:04:09+00:00, ,1343648954177576960,en,174,2,2,25,Twitter for iPhone,"Whichever way you look at it, everything about the Sinopharm issue is illegal.", whichever way you look at it everything about the sinopharm issue is illegal ,Positive
20402945,2020-12-09 08:44:24+00:00, ,1336592521556799489,en,139,13,25,45,SocialFlow,"China's Covid vaccine from Sinopharm is 86% effective, UAE says https://t.co/UWveGp14nh", china covid vaccine from sinopharm is 86 effective uae says URL ,Positive
102268884,2020-12-31 15:11:51+00:00, ,1344662557852725249,en,609,2,1,31,Twitter Web App,"#China approves its first #CovidVaccine - #Sinopharm 

It has 79% efficacy rate.. 

Apart from #China, trails were conducted in #UAE and #Bahrain also..", china approves its first covidvaccine sinopharm it has 79 efficacy rate apart from china trails were conducted in uae and bahrain also ,Positive
87818409,2020-12-31 04:21:25+00:00, ,1344498874061361152,en,101,5,7,52,Echobox,China approves Sinopharm Covid-19 vaccine for general use https://t.co/5LkfbL1EQb, china approves sinopharm covid 19 vaccine for general use URL ,Positive
1652541,2020-12-30 07:50:06+00:00, ,1344189002769903619,en,72,14,15,36,True Anthem,"Sinopharm's COVID-19 vaccine 79% effective, seeks approval in China https://t.co/BsR2o7JIRb https://t.co/OqGx4kUypo", sinopharm covid 19 vaccine 79 effective seeks approval in china URL URL ,Positive
14085070,2020-12-30 20:05:58+00:00, ,1344374188786769920,en,70,1,3,34,TweetDeck,More visual explainers for your favorite vaccines! Novavax: https://t.co/ScOakvSB8j Sinopharm: https://t.co/3qsOlqgx6f, more visual explainers for your favorite vaccines novavax URL sinopharm URL ,Positive
18949452,2020-12-30 06:54:58+00:00, ,1344175126292688896,en,85,8,21,34,SocialFlow,Chinaâs Sinopharm says its Covid-19 vaccine is 79% effective https://t.co/nE3rt0iJje, china sinopharm says its covid 19 vaccine is 79 effective URL ,Positive
448531007,2020-12-29 06:01:26+00:00, ,1343799265433276416,en,104,0,3,25,Twitter for iPhone,"While other countries proudly showed off the people who got vaccinated first, the Philippines embarrassingly has smuggled Sinopharm vaccines without FDA approval given as tokens, a.k.a. graft, and inoculated among cabinet ass-lickers and the Praetorian guard.", while other countries proudly showed off the people who got vaccinated first the philippines embarrassingly has smuggled sinopharm vaccines without fda approval given as tokens graft and inoculated among cabinet ass lickers and the praetorian guard ,Positive
431762931,2020-12-12 17:54:29+00:00, ,1337818119176409089,en,80,6,1,21,Twitter Web App,"Jan 4 - Leading Chinese vaccine developer Sinopharm kicked into high gear manufacturing a covid vaccine - still ~2 weeks before China confirmed human-to-human transmission
https://t.co/VJwHpygwe3", jan leading chinese vaccine developer sinopharm kicked into high gear manufacturing covid vaccine still weeks before china confirmed human to human transmission URL ,Positive
15448383,2020-12-12 08:14:36+00:00, ,1337672184513220610,en,68,11,12,24,TweetDeck,Peru's National Institute of Health said Friday that it had decided to interrupt Chinese drug giant Sinopharm's trial after a volunteer had difficulty moving their arms. https://t.co/ugPLMMwGut https://t.co/Hh47vfJGDs, peru national institute of health said friday that it had decided to interrupt chinese drug giant sinopharm trial after volunteer had difficulty moving their arms URL URL ,Positive
39453212,2020-12-27 10:01:00+00:00, ,1343134779294838784,en,131,67,56,30,TweetDeck,"Duterte claims many Filipinos, including soldiers, already received Sinopharm vaccine https://t.co/uetqusxpPP", duterte claims many filipinos including soldiers already received sinopharm vaccine URL ,Positive
735076177967222784,2020-12-09 15:32:10+00:00, ,1336695140325404672,en,65,0,0,21,Twitter Web App,"Our research team discovered new COVID-19 phishing lures that were used to deliver the Go version of #Zebrocy (APT28 ð·ðº)
The lures consisted of documents about Sinopharm International Corporation ð¨ð³

Full analysis here - 
https://t.co/ZD9SDpd6lA

@IntezerLabs @joakimkennedy https://t.co/ZUlyUyVRxz", our research team discovered new covid 19 phishing lures that were used to deliver the go version of zebrocy apt28 the lures consisted of documents about sinopharm international corporation full analysis here URL USER URL ,Positive
39292745,2020-12-09 05:58:01+00:00, ,1336550650189058049,en,72,0,5,9,Twitter Web App,"The King of Morocco has ordered that all his subjects, Moroccans, should receive a Covid19 vaccine free. Morocco has a population of 36mn people with 384k Covid19 cases. It'll roll out the Chinese vaccine, Sinopharm, in coming weeks. It'll buy vaccines from other nations as well.", the king of morocco has ordered that all his subjects moroccans should receive covid19 vaccine free morocco has population of 36mn people with 384k covid19 cases it ll roll out the chinese vaccine sinopharm in coming weeks it ll buy vaccines from other nations as well ,Positive
1181936905820266496,2020-12-13 22:04:36+00:00, ,1338243451167649797,en,133,5,17,12,Twitter Web App,"Delighted that #Sinopharmâs #CovidVaccine is approved in #Bahrain and will help one more country cope with the #Covid pandemic. China will continue to make vaccines accessible and affordable, especially for developing countries.ð¨ð³ð§ð­ https://t.co/Ftqbp6CQ1i", delighted that sinopharm covidvaccine is approved in bahrain and will help one more country cope with the covid pandemic china will continue to make vaccines accessible and affordable especially for developing countries URL ,Positive
1652541,2020-12-31 17:10:10+00:00, ,1344692335028920321,en,42,12,2,20,Twitter Web App,"Today's top coronavirus headlines: 
ðºð¸ Fauci sees U.S. gaining control over pandemic by next autumn
ð¬ð§ Britain shifts its vaccine rollout approach 
ð¨ð³ China gives first vaccine approval to Sinopharm
https://t.co/AIkIfb2qKQ https://t.co/idqjmWtBhv", today top coronavirus headlines fauci sees gaining control over pandemic by next autumn britain shifts its vaccine rollout approach china gives first vaccine approval to sinopharm URL URL ,Positive
1652541,2020-12-31 18:10:00+00:00, ,1344707391640793088,en,69,6,10,45,Twitter Media Studio,"China approved its first COVID-19 vaccine for general public use, a shot developed by an affiliate of state-backed pharmaceutical giant Sinopharm, as it braces for greater transmission risks over the winter https://t.co/eDDX9L7fhy https://t.co/JBuKkVThdu", china approved its first covid 19 vaccine for general public use shot developed by an affiliate of state backed pharmaceutical giant sinopharm as it braces for greater transmission risks over the winter URL URL ,Positive
14085070,2020-12-31 02:43:41+00:00, ,1344474276745760770,en,46,2,1,25,TweetDeck,China gives the green light to Sinopharmâs vaccineâeven though the company has not made any further details public. https://t.co/u9DR8vjFGv See also: How the Sinopharm Vaccine Works https://t.co/3qsOlqy7XN, china gives the green light to sinopharm vaccine even though the company has not made any further details public URL see also how the sinopharm vaccine works URL ,Positive
1652541,2020-12-31 14:10:00+00:00, ,1344646993449107457,en,55,4,8,24,Twitter Media Studio,"China gave conditional approval to a COVID-19 vaccine developed by an affiliate of state-backed pharmaceutical giant Sinopharm, making it the country's first approved vaccine for general public use https://t.co/eDDX9LoQ96 https://t.co/Qk7KGsUPYN", china gave conditional approval to covid 19 vaccine developed by an affiliate of state backed pharmaceutical giant sinopharm making it the country first approved vaccine for general public use URL URL ,Positive
1652541,2020-12-11 05:15:10+00:00, ,1337264641991434242,en,64,8,7,32,True Anthem,Egypt receives first batch of Sinopharm coronavirus vaccines https://t.co/wMMnUe0ujD https://t.co/LwnMeCHfg5, egypt receives first batch of sinopharm coronavirus vaccines URL URL ,Positive
3108351,2020-12-30 09:45:04+00:00, ,1344217933665476610,en,52,4,21,28,SocialFlow,China's Sinopharm said its Covid-19 vaccine proved 79% effective in interim results and is seeking conditional approval from local regulators https://t.co/md1ncayobm, china sinopharm said its covid 19 vaccine proved 79 effective in interim results and is seeking conditional approval from local regulators URL ,Positive
1652541,2020-12-31 03:20:12+00:00, ,1344483466251882496,en,66,11,5,31,True Anthem,China gives conditional approval for Sinopharm's COVID-19 vaccine https://t.co/eDICrRWyQj https://t.co/W9kyrg4o8V, china gives conditional approval for sinopharm covid 19 vaccine URL URL ,Positive
1652541,2020-12-31 08:35:08+00:00, ,1344562720851550208,en,42,7,8,22,True Anthem,China gives conditional approval to Sinopharm COVID-19 vaccine https://t.co/OkUaHenMBQ https://t.co/GbVCzC5sOM, china gives conditional approval to sinopharm covid 19 vaccine URL URL ,Positive
1652541,2020-12-31 05:30:05+00:00, ,1344516151242584064,en,48,3,10,33,True Anthem,China gives conditional approval to Sinopharm COVID-19 vaccine https://t.co/uBXf6w2Rb7 https://t.co/X85gfZOjAE, china gives conditional approval to sinopharm covid 19 vaccine URL URL ,Positive
